,emojis,urls,hashtags,users,words,unique_words,chars,stopwords,punctuations,numerics,upper,title
4547,0,1,24,0,36,36,260,2,0,0,2,9
11180,0,1,6,0,31,28,164,11,4,0,2,6
11517,0,0,3,1,37,35,246,14,9,0,0,8
4621,0,0,0,1,34,31,179,14,4,0,1,8
7748,0,0,0,1,26,24,138,12,2,0,0,2
9053,0,0,0,2,43,39,256,12,7,0,6,4
493,0,0,0,1,8,8,31,4,0,0,0,0
8011,0,0,0,1,28,26,147,9,4,0,1,6
1435,0,0,0,2,5,4,29,1,1,0,0,1
8188,0,0,0,1,9,9,58,2,2,0,0,2
2381,0,1,0,1,11,9,57,2,8,0,0,3
7980,0,0,0,13,64,47,354,21,8,0,1,4
9849,0,0,1,0,50,38,279,14,2,0,1,8
4165,0,0,0,2,53,46,286,24,5,0,0,5
3249,0,0,0,2,12,11,60,5,1,0,0,1
811,0,0,0,5,15,11,82,3,2,0,0,1
9408,0,0,0,1,14,13,64,7,0,0,1,0
12047,0,0,0,2,19,16,93,7,3,0,0,3
1071,0,0,1,1,24,22,155,8,3,0,0,1
11107,0,0,0,3,37,31,202,16,6,0,2,4
3640,0,1,1,1,25,24,138,11,1,0,1,1
4177,0,1,2,0,6,6,34,0,2,0,3,0
9267,2,0,0,1,12,12,60,4,5,0,0,3
8965,0,0,0,1,8,8,31,4,0,0,0,1
13108,0,0,0,2,11,10,61,4,1,0,0,1
4017,0,0,0,1,40,34,207,16,7,0,2,2
10174,0,0,0,1,11,11,71,4,2,0,2,1
3222,0,0,0,1,50,43,280,20,5,0,0,6
2927,0,0,0,2,4,3,19,0,1,0,0,1
13165,0,1,1,0,50,43,284,20,5,1,1,6
10577,0,0,0,2,28,26,149,15,3,0,0,4
10646,0,1,0,1,3,3,15,0,1,0,0,1
571,0,1,5,0,22,20,172,0,7,0,16,2
12858,0,0,0,1,34,33,205,11,5,0,1,5
4084,0,0,5,2,48,44,276,18,8,0,1,4
9979,0,0,0,1,39,32,214,16,10,0,0,3
720,0,0,0,1,14,14,74,6,1,0,1,2
4523,0,0,0,1,37,34,222,17,8,0,1,6
2215,0,0,0,1,57,46,279,29,12,0,0,4
1064,0,0,0,1,42,34,195,20,3,0,0,4
6552,0,0,0,1,6,6,39,2,1,0,1,1
10177,0,0,1,4,23,19,114,6,2,0,2,2
7034,0,0,0,1,4,4,23,1,0,0,0,0
6408,0,0,0,3,42,36,249,17,3,0,0,2
11506,0,0,0,1,7,7,26,4,0,0,0,1
12268,0,0,0,1,27,24,135,7,0,0,4,6
2762,0,0,0,1,45,43,264,15,7,0,0,5
10657,0,0,0,4,38,28,196,14,2,0,2,3
5380,0,0,0,1,36,33,207,15,1,0,0,3
11721,1,0,0,1,5,5,25,0,0,0,0,1
12446,0,0,0,1,15,15,97,5,8,0,0,4
4353,0,0,0,2,10,9,47,4,0,0,0,1
10087,0,0,0,1,20,19,114,10,0,0,0,2
7645,0,0,1,5,39,31,186,9,6,0,6,5
9981,0,0,0,1,43,36,290,17,10,0,4,2
12292,0,0,4,0,32,25,201,5,8,0,2,5
8263,0,0,0,3,15,13,75,4,3,0,1,3
11659,0,0,0,2,16,15,82,5,1,0,0,1
4385,0,0,0,4,32,29,199,11,9,0,1,6
11015,0,0,0,1,17,17,91,8,1,0,0,1
11767,0,0,0,1,45,39,253,20,6,0,0,3
12672,0,0,0,1,35,31,212,18,5,0,0,2
13130,1,0,0,3,22,19,106,9,1,0,1,2
7442,0,0,0,1,9,9,52,1,0,0,0,2
1068,0,0,0,1,28,26,140,11,3,0,1,7
3734,0,0,0,2,27,26,134,8,4,0,1,1
5461,0,0,0,1,8,8,42,4,0,0,0,0
6287,0,3,2,46,97,39,519,10,14,1,9,8
12584,0,0,0,1,7,7,38,2,1,0,0,1
9158,0,0,0,1,10,10,47,4,3,0,0,1
871,0,0,0,2,21,20,110,9,1,0,1,1
2027,0,0,0,2,9,8,57,0,1,0,6,0
6560,0,0,0,1,14,14,80,4,2,0,1,1
3635,0,0,0,8,23,15,134,5,1,0,0,2
2476,0,0,0,1,39,34,216,18,3,0,1,4
10804,0,0,0,1,7,7,41,1,1,0,0,2
582,0,0,0,18,68,40,387,21,8,1,0,3
7949,0,0,0,2,11,8,59,3,6,0,0,2
583,0,0,0,1,6,6,32,1,0,0,0,1
3939,0,0,0,1,6,6,28,1,0,0,0,1
6448,2,0,0,2,13,12,73,0,2,0,7,1
11366,0,0,0,0,48,43,269,17,6,0,1,5
7681,0,0,0,1,21,21,133,7,3,0,0,7
3016,0,0,0,1,8,8,46,2,1,0,0,2
9503,0,0,0,1,19,16,109,7,3,0,3,3
9156,0,0,0,2,29,28,159,12,1,0,0,1
6550,0,0,0,1,49,45,233,22,1,1,2,4
11816,3,0,0,1,10,10,53,6,4,0,0,1
3251,7,1,6,1,25,25,173,4,4,0,3,10
2595,0,0,4,1,17,17,107,3,2,0,2,2
2252,0,0,0,1,4,4,19,0,0,0,3,0
3257,0,0,0,0,24,22,102,14,2,1,0,3
1515,0,1,4,1,20,19,125,6,1,0,0,4
509,0,0,0,1,7,7,42,2,1,0,0,0
7944,0,0,0,2,7,6,34,3,0,0,0,1
5595,2,0,0,1,3,3,20,0,2,0,0,1
6983,0,1,1,0,36,34,247,8,8,0,0,4
11328,0,0,0,4,45,37,251,17,4,0,0,4
323,0,0,0,3,38,34,234,15,3,0,0,7
7475,0,0,0,1,5,5,28,2,1,0,0,1
11407,0,0,0,4,16,13,98,6,0,0,0,2
8372,0,0,0,3,48,38,245,24,7,0,1,6
8069,5,1,11,1,36,33,280,6,5,0,4,6
203,0,1,0,0,17,16,128,5,19,0,2,2
1302,0,0,1,3,40,35,247,15,2,0,0,4
7265,0,1,3,0,15,15,91,2,4,0,2,7
5330,0,0,0,1,52,44,285,26,8,0,1,2
292,0,0,0,1,38,32,186,16,0,4,0,6
6776,2,0,0,1,6,6,30,0,2,0,1,2
3718,0,1,2,9,22,13,132,4,2,0,0,2
12197,0,1,1,2,10,9,52,3,0,0,0,1
267,0,0,0,2,31,28,173,12,5,0,1,9
2664,1,0,0,41,47,7,273,2,0,0,0,1
9832,1,0,0,1,20,18,102,4,2,0,2,5
8888,0,0,0,2,56,44,292,27,5,0,0,6
1022,1,0,0,1,4,4,14,2,0,0,0,0
2757,0,0,0,2,44,36,249,22,3,0,0,4
12972,0,1,0,0,15,15,94,3,2,0,0,4
4052,0,0,0,5,15,11,86,2,5,0,1,1
2182,0,0,0,1,35,30,195,14,6,0,0,0
9791,2,0,0,3,10,7,51,1,1,0,0,2
10495,0,1,2,1,10,10,52,0,2,0,6,1
2063,0,0,0,3,42,39,234,16,5,0,0,9
9093,0,0,0,1,13,13,76,3,5,0,0,3
12108,0,0,0,3,20,18,123,7,7,0,0,3
11247,0,1,0,0,11,11,65,0,1,1,0,8
6276,1,1,1,3,39,32,202,18,1,0,3,3
1538,0,0,0,1,10,10,50,4,2,0,0,2
5450,0,0,0,3,32,29,194,11,8,0,1,5
8901,0,0,0,2,24,21,122,9,1,0,1,2
7455,2,0,0,1,6,5,26,1,1,0,0,1
10276,0,0,0,1,29,27,168,13,2,0,2,0
10224,0,0,0,1,10,10,75,2,15,0,2,1
7399,0,0,0,1,7,7,41,1,1,0,0,1
1251,1,0,0,2,14,13,93,5,3,0,0,5
4367,0,0,0,1,9,9,40,3,0,0,0,1
11759,0,0,0,1,3,3,21,0,2,0,0,0
3399,0,0,0,1,47,44,275,16,2,0,0,4
1472,0,0,0,2,8,7,49,2,1,0,0,1
495,0,0,0,2,16,12,92,4,2,0,0,8
4841,0,0,0,2,11,9,45,2,3,0,0,3
10072,0,0,0,1,18,18,100,8,2,0,0,1
4576,13,0,0,1,7,7,43,2,2,0,0,0
5409,2,1,9,0,34,29,239,9,2,0,1,5
2549,0,0,0,1,4,4,22,1,1,0,0,1
4935,0,0,0,1,8,8,47,1,3,0,2,1
6827,0,1,12,0,20,20,168,2,1,0,3,2
11130,0,0,0,1,6,6,31,0,3,0,0,2
1296,0,0,0,3,30,22,138,16,4,0,1,4
5150,0,0,0,2,15,13,95,4,2,0,1,2
8430,0,0,0,2,26,25,149,6,4,0,0,4
4765,0,0,2,4,8,6,51,1,3,0,2,0
5317,1,0,0,1,24,24,125,8,5,0,0,2
3311,0,0,1,1,4,4,19,1,0,0,1,1
1878,0,0,0,4,8,5,46,0,0,0,0,2
6295,0,0,0,1,7,7,26,2,1,0,1,1
9017,0,0,0,1,5,5,21,2,1,0,0,1
3156,0,0,0,1,18,15,89,5,4,0,0,4
2028,1,0,0,2,15,14,103,6,1,0,0,1
2272,0,0,0,5,9,5,48,1,0,0,0,3
2944,0,0,0,2,19,18,124,3,4,0,0,3
3920,0,0,3,1,24,24,149,7,4,0,0,2
2234,0,0,0,2,17,15,94,3,1,0,1,3
5515,0,0,0,2,56,49,287,17,3,1,1,8
1644,0,0,0,1,15,13,77,7,5,0,0,0
5105,0,0,0,3,19,17,98,6,2,0,1,2
9837,0,0,0,1,34,28,170,16,2,0,1,11
8776,0,0,0,3,41,32,230,15,2,0,0,2
3408,0,0,0,2,49,41,290,8,14,0,2,4
5835,0,0,0,2,50,42,291,17,3,0,0,5
3969,0,0,0,1,14,14,78,5,1,0,0,2
11621,0,0,0,1,5,5,28,1,0,0,0,0
4363,3,1,2,1,22,22,153,2,3,0,0,4
11536,0,0,0,1,3,3,16,0,1,0,0,1
10430,0,0,0,1,36,31,186,14,4,0,2,3
9705,0,0,0,3,36,34,219,11,6,0,1,6
5495,0,0,0,2,8,7,46,2,1,0,0,2
1815,0,0,0,4,51,38,254,22,3,0,0,2
2400,0,0,0,1,8,8,52,2,2,0,0,2
6226,0,0,0,4,16,12,77,2,4,0,0,3
370,0,0,0,1,8,8,36,3,1,0,0,2
12070,0,0,0,1,5,5,22,2,0,0,0,1
803,0,0,0,1,12,12,64,5,1,0,0,2
4453,0,0,0,2,6,5,37,0,4,0,1,3
7117,0,1,0,1,26,26,153,8,5,0,1,3
5256,0,0,0,2,20,18,125,4,6,0,0,0
4278,0,0,1,0,25,24,134,12,2,0,0,1
426,3,0,0,4,42,37,246,9,11,1,0,2
3025,0,0,0,3,10,8,55,2,1,0,0,1
4919,0,0,0,2,26,25,291,5,20,1,2,0
7578,1,0,0,7,16,10,79,2,0,0,1,2
10066,0,0,0,1,19,18,96,6,3,0,0,2
8494,0,0,0,2,8,7,37,3,1,0,0,1
13236,3,0,0,0,16,11,62,3,0,0,0,4
9680,0,0,0,2,20,19,121,3,5,0,0,3
10664,0,0,0,1,20,17,120,5,4,0,0,7
12191,1,0,0,1,7,7,34,0,2,0,1,3
3068,0,0,0,2,22,20,98,7,2,0,3,4
11154,0,1,5,1,22,22,140,4,2,0,0,0
12430,0,0,0,1,5,5,26,2,0,0,0,2
12074,0,0,0,2,47,37,234,20,4,0,1,7
1102,0,0,0,2,10,8,51,4,0,0,0,2
6097,0,1,12,0,40,38,285,9,3,4,2,1
11850,0,0,0,2,15,13,82,6,2,0,0,1
1931,0,1,0,3,15,12,82,4,5,0,0,2
8152,0,0,0,1,47,38,286,16,17,0,1,2
2739,0,0,0,1,27,25,122,14,1,0,0,2
8811,0,1,1,3,38,27,181,13,6,0,0,7
6739,0,0,0,2,10,9,56,2,2,0,0,1
3235,0,0,0,7,21,15,127,5,1,0,0,2
10354,0,1,0,0,41,30,237,10,5,0,1,9
2284,0,0,0,2,14,12,104,4,8,0,0,1
2990,0,1,0,1,56,46,282,25,0,0,2,6
3173,0,0,0,2,25,22,145,10,1,0,0,0
9279,0,0,0,1,6,6,31,1,1,0,0,2
5996,0,0,0,3,20,17,131,7,4,0,1,2
5714,0,1,13,0,26,25,198,4,4,0,3,6
4781,0,0,0,6,55,44,298,19,6,0,2,7
10485,0,0,0,1,14,14,85,4,2,0,0,2
6749,0,0,0,3,19,18,129,5,7,0,-1,1
3948,0,0,0,1,51,43,283,16,10,0,0,4
5168,0,0,0,2,33,29,193,13,5,0,1,8
8129,0,0,0,1,5,5,23,1,1,0,0,1
5732,0,0,0,1,17,17,114,4,2,0,0,4
4985,4,0,0,2,43,39,264,15,11,0,0,3
5746,0,0,0,1,44,32,213,20,2,0,0,0
11868,0,0,0,3,40,35,233,11,7,0,0,7
2264,0,0,0,1,18,18,102,6,1,0,0,1
10688,0,0,0,1,4,4,19,2,0,0,0,0
12115,0,0,0,1,7,7,41,3,2,0,0,2
10890,0,1,16,7,32,25,263,4,3,0,3,3
9208,0,0,0,1,6,6,34,0,2,0,0,1
4105,0,0,0,3,8,6,41,2,0,0,0,1
8702,1,0,0,1,8,8,45,1,3,0,0,1
3452,0,0,0,1,20,17,88,11,2,0,0,1
8140,0,0,0,2,46,40,267,20,5,0,1,6
11060,0,0,0,3,32,29,195,9,9,0,3,4
1813,0,0,0,2,16,14,91,7,1,0,0,2
6615,0,0,0,2,7,6,36,3,2,0,0,0
1012,0,0,2,1,53,41,284,21,3,1,1,2
3099,0,1,0,1,53,44,281,29,6,0,1,5
2279,0,0,0,1,4,4,22,0,0,0,3,0
940,0,0,0,1,40,36,241,15,17,0,1,2
11388,0,0,0,1,47,39,277,12,13,0,0,3
3296,1,0,0,1,28,25,129,14,0,0,1,1
11500,0,0,0,49,57,9,337,2,5,0,1,3
1225,0,0,0,2,42,37,288,18,12,0,1,3
4518,0,0,0,1,42,41,262,15,5,0,0,14
857,0,0,0,1,39,35,231,13,7,0,0,6
50,0,0,0,3,44,38,225,19,11,0,3,6
7895,0,0,0,1,24,23,127,9,3,0,0,3
10849,0,0,0,1,5,5,19,2,0,0,0,1
6200,0,0,0,1,7,6,35,0,0,0,6,1
5556,0,1,0,1,34,28,187,11,7,0,2,2
7983,2,0,0,49,61,13,339,1,3,0,5,1
13021,0,0,0,2,21,17,103,4,2,0,1,3
11331,0,0,0,2,23,21,145,6,6,0,0,1
8622,1,0,1,1,13,13,72,5,7,0,1,0
10589,1,1,0,1,48,42,252,17,9,0,3,15
4505,0,0,0,1,24,22,138,9,8,0,1,3
1885,0,0,0,1,25,24,132,11,3,0,1,0
5439,0,0,0,2,11,10,55,2,0,0,1,1
4246,0,0,0,1,6,6,32,2,0,0,0,1
3566,0,0,0,1,16,16,87,7,1,0,1,5
8587,2,0,0,1,19,19,107,6,5,1,0,5
8358,0,0,0,3,58,50,294,26,9,0,2,3
891,0,0,1,3,48,33,289,6,10,0,0,1
11029,0,1,0,1,24,22,141,10,3,0,0,2
2806,0,0,0,2,13,12,59,4,2,0,1,4
11860,0,0,0,1,29,26,149,10,0,0,1,2
8998,0,0,1,1,35,34,229,0,9,0,33,2
9274,0,0,0,1,7,7,32,3,0,0,0,1
7060,2,0,0,3,55,46,282,23,7,0,7,3
12087,0,0,0,0,28,28,193,6,2,1,0,14
12774,0,0,0,2,38,32,198,17,4,0,0,4
1816,0,0,0,1,6,6,26,1,1,0,0,2
9096,0,0,0,1,9,9,51,3,0,0,0,2
3142,0,0,0,1,13,12,73,5,6,0,0,2
5268,0,0,1,0,11,11,70,0,0,0,10,0
4184,0,0,0,1,7,7,45,2,1,0,0,1
11872,0,0,1,1,7,7,44,3,1,0,0,0
13033,0,0,0,1,11,11,64,1,1,0,0,1
5568,0,0,0,2,25,23,146,8,5,0,0,6
13040,0,0,0,2,39,33,217,18,8,0,0,2
1009,0,0,0,1,19,18,119,7,12,0,0,1
5399,0,1,1,0,40,35,238,15,8,0,1,7
3196,0,0,0,3,26,21,133,8,3,0,2,2
7189,0,0,0,2,12,11,62,3,1,0,0,1
491,1,0,0,1,12,12,57,5,0,0,1,1
10699,0,0,0,1,12,12,67,5,1,0,0,1
9278,0,0,0,1,20,20,108,5,3,0,0,3
1079,0,0,6,3,35,31,211,9,5,0,1,3
128,0,0,0,1,25,23,136,11,5,0,0,2
4884,2,0,1,1,28,28,151,10,4,0,0,0
3808,2,0,0,1,25,24,131,9,2,0,1,4
1445,0,0,0,14,33,20,176,8,2,0,0,5
8287,0,0,0,4,14,11,78,4,4,0,0,4
7445,0,0,0,1,22,21,120,9,7,0,1,2
1577,0,0,0,1,38,37,213,12,17,0,1,4
1150,0,0,8,16,32,17,241,1,3,0,3,3
1850,0,0,0,3,5,3,38,0,1,0,0,2
8589,0,1,1,2,19,18,122,7,3,0,0,1
1841,3,0,0,1,47,42,258,10,20,0,4,8
1638,0,1,0,1,8,8,40,4,0,0,0,1
3960,0,0,0,1,10,9,46,6,0,0,0,0
13041,0,0,0,1,49,38,280,18,5,0,0,4
427,0,0,0,2,28,25,167,13,6,0,0,3
10083,0,0,0,1,20,20,106,10,1,0,0,1
5203,0,0,0,1,32,30,170,12,4,0,2,7
12332,0,0,0,1,2,2,12,0,0,0,0,1
12190,0,0,7,0,38,37,279,11,9,0,0,2
5443,1,1,1,1,30,28,162,9,8,0,0,4
5302,0,0,0,2,15,14,77,3,7,0,0,2
11089,3,0,0,3,9,6,41,0,0,0,0,1
970,0,1,1,0,13,12,80,4,1,0,1,5
813,0,0,0,4,31,24,163,8,2,0,3,2
8731,0,0,2,1,22,22,111,9,1,1,0,1
11679,0,0,0,1,3,3,16,0,3,0,0,1
3305,0,0,0,2,18,17,98,7,0,0,0,2
2439,0,0,0,1,7,7,29,3,1,0,0,1
506,0,0,0,3,51,39,265,21,5,0,3,3
791,0,0,0,1,4,3,23,0,0,0,0,2
10393,0,0,0,1,3,3,26,0,2,0,0,1
8368,0,0,1,2,4,3,27,0,0,0,0,1
1600,0,0,0,1,15,15,68,3,2,0,1,3
4151,0,0,0,1,34,33,181,10,11,0,0,5
2415,0,0,0,4,55,46,302,15,11,0,3,6
8720,0,0,0,2,6,5,57,0,2,0,0,2
6109,0,0,0,4,52,44,301,13,13,0,2,8
9666,0,0,0,1,13,12,60,0,0,0,12,0
6003,3,0,0,3,16,14,99,3,6,0,0,4
10656,1,0,0,2,7,6,39,1,0,0,0,1
1208,0,0,0,3,12,10,64,4,0,0,0,1
5352,0,0,0,1,37,31,241,12,4,0,2,4
935,0,0,1,0,46,33,279,22,5,0,4,8
11202,0,0,0,2,27,25,141,8,5,0,13,1
9200,0,0,0,1,5,5,28,0,1,0,1,2
7505,0,0,0,4,21,18,135,6,2,0,0,2
3802,0,0,0,1,11,10,58,3,2,0,0,2
2315,0,0,0,1,55,49,286,25,7,0,2,3
8241,0,0,0,2,42,37,234,17,3,0,0,6
1020,0,0,0,2,27,24,153,10,2,0,0,8
12429,0,1,9,0,34,32,292,8,10,0,2,7
367,0,0,0,1,4,4,20,1,0,0,0,1
11614,0,0,1,4,40,34,267,16,3,0,0,2
8023,0,1,2,1,24,23,152,8,4,1,0,3
2850,0,0,0,2,39,34,220,17,2,0,1,1
5869,0,0,0,5,20,15,107,7,2,0,0,2
11700,0,0,0,1,55,45,284,28,7,0,0,0
8885,0,0,0,1,28,25,183,10,5,0,0,8
8586,0,0,0,1,35,33,228,12,10,0,1,2
9568,0,0,0,1,13,13,70,5,2,0,0,1
4239,0,1,4,10,29,17,171,4,5,0,2,1
9189,0,0,0,3,17,15,99,5,1,0,2,1
7521,0,0,0,1,8,8,41,3,2,0,0,0
8245,0,0,0,5,57,43,309,21,3,0,2,3
10308,0,0,0,1,11,11,55,4,0,0,0,2
4329,0,0,0,4,54,44,294,23,9,0,1,5
13204,0,0,1,6,54,47,300,10,13,0,5,8
3243,0,0,0,1,12,12,50,6,0,0,0,1
12622,0,0,0,1,5,5,25,0,4,0,2,0
2816,0,0,0,1,9,9,43,6,1,0,1,1
1632,0,0,0,2,6,5,26,1,0,0,0,1
9011,0,0,0,1,37,31,199,14,8,0,0,10
773,0,0,0,2,12,11,64,3,2,0,2,2
10033,0,1,0,11,17,7,92,1,1,0,1,1
10918,0,0,0,4,9,6,50,0,1,0,5,0
396,0,0,0,1,2,2,11,0,1,0,0,1
4270,1,1,1,0,48,40,254,20,8,0,1,4
10668,4,0,0,1,6,6,26,0,0,0,1,1
129,0,0,0,2,9,8,46,3,2,0,1,1
8072,0,0,0,2,40,34,210,16,6,0,1,3
7664,0,0,0,1,18,18,103,7,6,0,0,2
1441,0,1,1,1,11,11,61,3,2,0,2,2
4860,0,0,0,1,41,39,240,18,5,0,1,6
865,1,1,4,0,42,38,222,10,2,1,8,4
908,0,0,0,1,39,35,221,16,4,1,0,4
10374,0,0,0,1,29,28,153,9,7,0,0,3
11622,0,0,0,2,34,31,183,12,2,0,2,5
5024,0,0,0,2,28,25,175,7,5,0,1,4
5475,0,0,0,3,7,5,41,2,1,0,0,1
5341,0,0,2,4,48,34,228,10,25,0,2,5
8112,0,0,0,1,10,9,45,5,0,0,0,0
2700,0,0,0,2,12,11,75,1,2,0,1,3
10443,0,0,0,1,40,39,228,11,7,0,0,0
11941,0,0,0,3,30,23,151,15,2,0,0,0
11698,0,0,0,1,49,43,273,22,6,0,1,6
10843,0,0,0,1,4,4,19,0,0,0,3,0
7236,0,0,0,1,5,5,22,1,0,0,0,1
1480,0,0,0,1,4,4,19,0,0,0,0,1
6140,0,0,0,1,6,6,37,2,1,0,0,1
4213,0,0,0,1,6,6,42,0,2,0,1,1
4087,0,0,0,1,18,18,100,8,1,0,0,1
4613,0,0,0,2,15,14,89,3,4,0,1,5
2500,1,1,4,1,7,7,51,0,3,0,1,2
7149,1,0,0,2,22,19,113,6,3,0,0,1
9710,0,0,0,2,27,24,148,5,5,0,0,5
12073,0,0,0,1,56,46,282,18,3,1,1,4
5623,0,0,0,1,23,23,115,8,5,0,1,4
3295,0,0,0,2,32,29,159,21,1,0,0,0
1839,0,0,0,2,10,9,46,6,0,0,0,1
9674,1,0,0,1,17,17,93,5,3,0,0,3
627,0,0,0,4,28,24,157,11,1,0,1,2
9360,5,1,9,0,36,36,243,9,0,3,3,3
6274,0,0,0,3,13,10,58,4,2,1,0,2
678,0,0,0,1,24,23,130,8,6,0,0,2
6981,0,0,0,2,6,5,38,1,8,0,1,1
617,0,0,0,1,53,46,286,13,14,0,11,12
8808,0,0,0,1,44,36,212,14,7,0,4,8
12394,0,0,0,1,26,25,142,10,0,0,0,4
101,0,0,0,1,5,5,24,0,2,0,1,2
13059,0,1,0,2,10,9,46,3,2,0,0,2
1256,0,0,0,1,13,12,75,4,2,0,1,3
9377,0,0,0,2,26,23,135,12,5,0,2,3
8890,0,0,1,1,4,4,28,0,1,0,0,1
8847,0,0,0,1,12,12,77,2,2,0,1,2
6374,0,1,0,1,55,46,262,26,2,0,0,3
607,0,0,0,21,24,4,143,1,0,0,1,1
5810,0,0,0,1,19,19,99,7,2,1,0,3
12874,0,0,0,2,23,20,137,9,2,0,0,2
8927,0,0,0,4,15,12,81,3,3,0,0,2
11776,0,0,0,3,20,17,115,9,2,0,0,0
7796,8,1,2,0,10,10,70,1,3,0,1,2
9171,0,0,0,1,16,16,83,4,2,0,0,4
5601,0,0,0,1,15,14,68,6,1,0,0,0
8605,0,0,0,1,13,13,81,7,1,0,0,1
5320,0,0,0,1,9,9,50,2,1,0,3,1
13093,0,0,0,1,20,17,87,0,0,0,19,2
4092,1,1,4,0,33,33,249,10,4,0,3,6
8396,0,1,3,0,12,12,84,1,2,0,2,4
4033,0,0,0,50,61,10,357,5,3,0,1,3
10436,0,0,0,13,41,26,224,15,4,0,0,1
8283,0,1,3,0,10,8,57,2,1,0,1,3
9509,0,0,0,1,8,8,55,2,0,0,0,0
12712,0,0,0,1,29,28,164,9,3,0,0,2
7164,0,0,0,2,55,44,270,25,4,0,1,2
10216,0,0,0,3,18,16,104,7,2,0,0,1
9523,0,0,2,1,12,12,62,4,4,0,1,1
4854,0,0,0,5,21,16,111,7,5,0,0,2
2347,0,0,0,2,8,7,43,2,1,0,0,1
640,1,0,0,1,48,40,254,20,8,0,0,3
30,0,1,0,1,18,15,102,7,1,0,0,3
3075,0,0,0,0,43,36,199,12,9,0,3,4
8944,1,0,0,1,5,5,27,1,0,0,0,1
4902,0,0,0,1,16,15,84,2,11,0,0,1
10973,0,0,0,1,10,10,47,4,0,0,0,1
2571,0,0,0,2,39,31,193,12,7,0,0,6
1322,0,0,0,1,15,15,91,7,9,0,0,0
11208,0,0,0,1,10,9,48,4,1,0,0,1
13119,0,0,0,50,58,8,334,5,1,0,0,1
4947,0,0,0,13,49,27,231,4,24,0,15,2
2051,0,0,0,0,48,42,273,21,11,0,0,2
3021,0,0,0,1,4,4,19,1,3,0,0,1
7147,0,0,0,3,7,5,42,1,0,0,0,1
3935,1,0,0,4,16,13,80,6,4,0,0,1
12602,0,0,0,2,38,27,204,15,3,0,1,4
9745,0,1,0,1,15,15,98,5,4,0,0,5
340,0,0,0,1,42,35,200,16,0,0,3,5
8699,0,0,0,2,59,51,291,18,7,0,3,5
1078,4,0,0,1,12,12,68,3,4,0,0,2
9526,0,0,0,2,50,43,268,20,7,1,1,6
263,0,0,0,3,42,34,207,24,2,0,2,1
5138,0,0,0,1,36,33,206,11,3,0,0,4
9166,1,0,0,1,27,24,127,14,3,0,0,2
2894,0,0,0,1,20,20,105,7,3,0,0,1
12694,0,0,0,1,5,5,27,1,0,0,0,1
1418,0,1,1,2,13,12,64,6,3,0,0,1
3794,0,0,0,3,12,10,60,6,1,0,0,1
5982,0,0,0,1,11,10,57,3,3,0,0,1
1553,0,0,0,1,5,5,21,0,0,0,0,1
1631,0,1,0,1,39,35,244,11,4,0,0,2
9688,0,0,0,8,55,39,294,21,4,0,1,3
4635,0,0,0,1,3,3,15,0,1,0,0,1
1226,0,0,0,1,14,14,77,5,9,0,0,2
8633,0,0,0,1,35,33,171,10,7,0,1,4
2399,0,1,1,2,46,39,259,20,8,0,1,9
3546,3,1,2,2,51,41,242,12,9,0,7,8
5644,0,0,0,1,15,14,80,8,4,0,0,1
9306,0,0,0,1,50,46,286,15,3,1,0,6
12865,0,0,0,2,21,18,130,3,14,0,0,6
5613,0,0,0,1,38,33,221,18,1,0,0,0
2237,0,0,0,1,34,30,194,14,4,0,0,7
6834,0,0,0,1,51,40,248,24,15,0,4,7
1967,0,0,0,1,4,4,34,0,4,0,0,1
9155,0,0,0,2,13,12,70,3,3,0,0,2
4483,0,0,0,1,12,12,80,2,6,0,0,2
10406,0,0,0,1,36,30,182,15,5,0,0,2
2768,0,1,0,2,13,12,72,4,1,0,0,1
5091,0,2,1,0,44,41,260,12,3,0,1,10
8061,0,0,0,1,15,15,82,3,2,0,0,2
3790,0,0,0,1,10,10,60,3,1,0,0,3
3213,0,1,0,2,13,11,76,2,2,0,0,5
6516,0,1,3,5,49,35,261,23,3,0,1,2
12542,0,0,0,1,16,16,106,5,2,0,0,1
9103,0,1,1,0,46,44,283,17,6,1,1,6
2606,0,0,1,0,17,16,104,5,7,2,1,4
10748,0,0,0,1,23,22,140,8,5,0,0,2
6368,0,1,0,5,37,29,190,17,1,0,0,1
2120,0,0,0,1,23,23,140,10,5,0,1,2
10134,0,0,0,3,20,16,101,9,3,0,0,3
9457,0,0,0,4,21,18,121,8,2,0,0,2
2129,0,0,0,2,17,15,89,7,1,0,0,1
2584,0,0,0,1,12,12,56,4,1,0,1,2
882,0,0,0,1,13,13,81,4,4,0,1,1
9792,0,1,0,1,30,28,166,9,9,0,1,8
2667,0,0,0,1,30,26,172,10,3,0,1,5
2253,0,0,0,1,13,13,63,8,1,0,0,1
7406,0,0,0,1,18,16,77,5,0,0,1,4
12716,0,0,0,1,19,18,89,8,0,0,1,1
5911,0,1,0,5,9,5,49,1,0,0,0,0
2070,0,1,3,0,13,13,84,2,2,0,2,6
13088,0,0,0,1,14,14,73,5,2,0,0,0
2136,0,1,0,2,18,16,96,8,5,0,0,1
11475,0,0,4,15,18,4,133,0,0,0,1,1
11565,0,1,1,1,56,46,276,27,7,0,2,5
12593,0,1,0,1,11,11,55,6,1,0,0,1
12925,0,0,0,3,24,21,117,6,4,0,1,3
3513,0,0,1,2,6,5,53,1,1,0,0,1
